date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:28:43	2366/2366	---M--	200	added ('OK')	text/css	etag:%22646dedbd-93e%22	http://latentfaces.localhost:8080/wp-content/themes/musicsong/assets/css/slick-theme.min.css?ver=7.1	C:/My%20Web%20Sites/nightofyellowmoon/latentfaces.localhost_8080/wp-content/themes/musicsong/assets/css/slick-theme.min4d6f.css	(from http://latentfaces.localhost:8080/)
09:28:43	5235/5235	---M--	200	added ('OK')	text/css	etag:%22646dedbd-1473%22	http://latentfaces.localhost:8080/wp-content/themes/musicsong/assets/css/magnific-popup.min.css?ver=7.1	C:/My%20Web%20Sites/nightofyellowmoon/latentfaces.localhost_8080/wp-content/themes/musicsong/assets/css/magnific-popup.min4d6f.css	(from http://latentfaces.localhost:8080/)
09:28:43	5894/5894	---M--	200	added ('OK')	text/css	etag:%22646dedbd-1706%22	http://latentfaces.localhost:8080/wp-content/themes/musicsong/assets/css/blocks.min.css?ver=7.1	C:/My%20Web%20Sites/nightofyellowmoon/latentfaces.localhost_8080/wp-content/themes/musicsong/assets/css/blocks.min4d6f.css	(from http://latentfaces.localhost:8080/)
09:28:45	187704/187704	---M--	200	added ('OK')	text/css	etag:%22646dedbd-2dd38%22	http://latentfaces.localhost:8080/wp-content/themes/musicsong/style.css?ver=7.1	C:/My%20Web%20Sites/nightofyellowmoon/latentfaces.localhost_8080/wp-content/themes/musicsong/style4d6f.css	(from http://latentfaces.localhost:8080/)
09:28:46	13577/13577	---M--	200	added ('OK')	application/javascript	etag:%226482bd64-3509%22	http://latentfaces.localhost:8080/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/My%20Web%20Sites/nightofyellowmoon/latentfaces.localhost_8080/wp-includes/js/jquery/jquery-migrate.min5589.js	(from http://latentfaces.localhost:8080/)
09:29:12	87553/87553	---M--	200	added ('OK')	application/javascript	etag:%2264ecd5ef-15601%22	http://latentfaces.localhost:8080/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/My%20Web%20Sites/nightofyellowmoon/latentfaces.localhost_8080/wp-includes/js/jquery/jquery.minf43b.js	(from http://latentfaces.localhost:8080/)
09:29:14	3521/3521	---MC-	200	added ('OK')	application/json	date:Thu,%2027%20Aug%202026%2003:29:05%20GMT	http://latentfaces.localhost:8080/wp-json/wp/v2/pages/6	C:/My%20Web%20Sites/nightofyellowmoon/latentfaces.localhost_8080/wp-json/wp/v2/pages/6.json	(from http://latentfaces.localhost:8080/)
09:29:16	864/864	---MC-	200	added ('OK')	text/xml	date:Thu,%2027%20Aug%202026%2003:29:16%20GMT	http://latentfaces.localhost:8080/xmlrpc.php?rsd	C:/My%20Web%20Sites/nightofyellowmoon/latentfaces.localhost_8080/xmlrpc0db0.php	(from http://latentfaces.localhost:8080/)
09:29:19	1053/1053	---M--	200	added ('OK')	image/jpeg	etag:%22646dedbd-41d%22	http://latentfaces.localhost:8080/wp-content/uploads/2020/01/cropped-1460407-new-halloween-skeleton-wallpaper-1920x1080-1-32x32.jpg	C:/My%20Web%20Sites/nightofyellowmoon/latentfaces.localhost_8080/wp-content/uploads/2020/01/cropped-1460407-new-halloween-skeleton-wallpaper-1920x1080-1-32x32.jpg	(from http://latentfaces.localhost:8080/)
09:29:21	2742/2742	---M--	200	added ('OK')	image/jpeg	etag:%22646dedbd-ab6%22	http://latentfaces.localhost:8080/wp-content/uploads/2019/10/cropped-1094160-1-4.jpg	C:/My%20Web%20Sites/nightofyellowmoon/latentfaces.localhost_8080/wp-content/uploads/2019/10/cropped-1094160-1-4.jpg	(from http://latentfaces.localhost:8080/)
09:29:21	10034/10034	---M--	200	added ('OK')	image/jpeg	etag:%22646dedbd-2732%22	http://latentfaces.localhost:8080/wp-content/uploads/2020/01/cropped-1460407-new-halloween-skeleton-wallpaper-1920x1080-1-192x192.jpg	C:/My%20Web%20Sites/nightofyellowmoon/latentfaces.localhost_8080/wp-content/uploads/2020/01/cropped-1460407-new-halloween-skeleton-wallpaper-1920x1080-1-192x192.jpg	(from http://latentfaces.localhost:8080/)
09:29:21	9206/9206	---M--	200	added ('OK')	image/jpeg	etag:%22646dedbd-23f6%22	http://latentfaces.localhost:8080/wp-content/uploads/2020/01/cropped-1460407-new-halloween-skeleton-wallpaper-1920x1080-1-180x180.jpg	C:/My%20Web%20Sites/nightofyellowmoon/latentfaces.localhost_8080/wp-content/uploads/2020/01/cropped-1460407-new-halloween-skeleton-wallpaper-1920x1080-1-180x180.jpg	(from http://latentfaces.localhost:8080/)
09:29:36	109062/109062	---MC-	200	added ('OK')	text/html	date:Thu,%2027%20Aug%202026%2003:29:28%20GMT	http://latentfaces.localhost:8080/blog-archive	C:/My%20Web%20Sites/nightofyellowmoon/latentfaces.localhost_8080/blog-archive.html	(from http://latentfaces.localhost:8080/)
09:29:43	115351/115351	---MC-	200	added ('OK')	text/html	date:Thu,%2027%20Aug%202026%2003:29:30%20GMT	http://latentfaces.localhost:8080/songs-videos	C:/My%20Web%20Sites/nightofyellowmoon/latentfaces.localhost_8080/songs-videos.html	(from http://latentfaces.localhost:8080/)
09:29:43	96091/96091	---MC-	200	added ('OK')	text/html	date:Thu,%2027%20Aug%202026%2003:29:32%20GMT	http://latentfaces.localhost:8080/news	C:/My%20Web%20Sites/nightofyellowmoon/latentfaces.localhost_8080/news.html	(from http://latentfaces.localhost:8080/)
09:29:47	103468/103468	---MC-	200	added ('OK')	text/html	date:Thu,%2027%20Aug%202026%2003:29:38%20GMT	http://latentfaces.localhost:8080/shop	C:/My%20Web%20Sites/nightofyellowmoon/latentfaces.localhost_8080/shop.html	(from http://latentfaces.localhost:8080/)
09:29:48	290762/290762	---MC-	200	added ('OK')	application/json	date:Thu,%2027%20Aug%202026%2003:29:03%20GMT	http://latentfaces.localhost:8080/wp-json/	C:/My%20Web%20Sites/nightofyellowmoon/latentfaces.localhost_8080/wp-json/index.html	(from http://latentfaces.localhost:8080/)
09:29:58	97312/97312	---MC-	200	added ('OK')	text/html	date:Thu,%2027%20Aug%202026%2003:29:45%20GMT	http://latentfaces.localhost:8080/blog	C:/My%20Web%20Sites/nightofyellowmoon/latentfaces.localhost_8080/blog.html	(from http://latentfaces.localhost:8080/)
09:30:04	97487/97487	---MC-	200	added ('OK')	text/html	date:Thu,%2027%20Aug%202026%2003:29:48%20GMT	http://latentfaces.localhost:8080/front-page/http-feymore-com	C:/My%20Web%20Sites/nightofyellowmoon/latentfaces.localhost_8080/front-page/http-feymore-com.html	(from http://latentfaces.localhost:8080/)
09:30:06	92683/92683	---MC-	200	added ('OK')	text/html	date:Thu,%2027%20Aug%202026%2003:29:54%20GMT	http://latentfaces.localhost:8080/checkout	C:/My%20Web%20Sites/nightofyellowmoon/latentfaces.localhost_8080/checkout.html	(from http://latentfaces.localhost:8080/)
09:30:08	94632/94632	---MC-	200	added ('OK')	text/html	date:Thu,%2027%20Aug%202026%2003:29:56%20GMT	http://latentfaces.localhost:8080/contact	C:/My%20Web%20Sites/nightofyellowmoon/latentfaces.localhost_8080/contact.html	(from http://latentfaces.localhost:8080/)
09:30:11	95957/95957	---MC-	200	added ('OK')	text/html	date:Thu,%2027%20Aug%202026%2003:30:00%20GMT	http://latentfaces.localhost:8080/about	C:/My%20Web%20Sites/nightofyellowmoon/latentfaces.localhost_8080/about.html	(from http://latentfaces.localhost:8080/)
09:30:17	92589/92589	---MC-	200	added ('OK')	text/html	date:Thu,%2027%20Aug%202026%2003:30:06%20GMT	http://latentfaces.localhost:8080/basket	C:/My%20Web%20Sites/nightofyellowmoon/latentfaces.localhost_8080/basket.html	(from http://latentfaces.localhost:8080/)
09:30:20	92618/92618	---MC-	200	added ('OK')	text/html	date:Thu,%2027%20Aug%202026%2003:30:08%20GMT	http://latentfaces.localhost:8080/my-account	C:/My%20Web%20Sites/nightofyellowmoon/latentfaces.localhost_8080/my-account.html	(from http://latentfaces.localhost:8080/)
09:30:23	92715/92715	---MC-	200	added ('OK')	text/html	date:Thu,%2027%20Aug%202026%2003:30:11%20GMT	http://latentfaces.localhost:8080/purchase-confirmation	C:/My%20Web%20Sites/nightofyellowmoon/latentfaces.localhost_8080/purchase-confirmation.html	(from http://latentfaces.localhost:8080/)
09:30:24	955/955	---M--	200	added ('OK')	application/javascript	etag:%22646dedbd-3bb%22	http://latentfaces.localhost:8080/wp-content/themes/musicsong/assets/js/skip-link-focus-fix.min.js?ver=20160412	C:/My%20Web%20Sites/nightofyellowmoon/latentfaces.localhost_8080/wp-content/themes/musicsong/assets/js/skip-link-focus-fix.minb7d3.js	(from http://latentfaces.localhost:8080/)
09:30:29	92661/92661	---MC-	200	added ('OK')	text/html	date:Thu,%2027%20Aug%202026%2003:30:13%20GMT	http://latentfaces.localhost:8080/purchase-history	C:/My%20Web%20Sites/nightofyellowmoon/latentfaces.localhost_8080/purchase-history.html	(from http://latentfaces.localhost:8080/)
09:30:31	1945/1945	---M--	200	added ('OK')	application/javascript	etag:%22646dedbd-799%22	http://latentfaces.localhost:8080/wp-content/themes/musicsong/assets/js/navigation.min.js?ver=20151215	C:/My%20Web%20Sites/nightofyellowmoon/latentfaces.localhost_8080/wp-content/themes/musicsong/assets/js/navigation.min4a7d.js	(from http://latentfaces.localhost:8080/)
09:30:36	41953/41953	---M--	200	added ('OK')	application/javascript	etag:%22646dedbd-a3e1%22	http://latentfaces.localhost:8080/wp-content/themes/musicsong/assets/js/slick.min.js?ver=7.1	C:/My%20Web%20Sites/nightofyellowmoon/latentfaces.localhost_8080/wp-content/themes/musicsong/assets/js/slick.min4d6f.js	(from http://latentfaces.localhost:8080/)
09:30:36	92718/92718	---MC-	200	added ('OK')	text/html	date:Thu,%2027%20Aug%202026%2003:30:19%20GMT	http://latentfaces.localhost:8080/transaction-failed	C:/My%20Web%20Sites/nightofyellowmoon/latentfaces.localhost_8080/transaction-failed.html	(from http://latentfaces.localhost:8080/)
09:30:52	1763/1763	---M--	200	added ('OK')	application/javascript	etag:%22646dedbd-6e3%22	http://latentfaces.localhost:8080/wp-content/themes/musicsong/assets/js/custom.min.js?ver=20151215	C:/My%20Web%20Sites/nightofyellowmoon/latentfaces.localhost_8080/wp-content/themes/musicsong/assets/js/custom.min4a7d.js	(from http://latentfaces.localhost:8080/)
09:31:00	303116/303116	---M--	200	added ('OK')	application/javascript	etag:%226a8b3236-4a00c%22	http://latentfaces.localhost:8080/wp-content/plugins/audioigniter/player/build/app.js?ver=2.0.4	C:/My%20Web%20Sites/nightofyellowmoon/latentfaces.localhost_8080/wp-content/plugins/audioigniter/player/build/app1c12.js	(from http://latentfaces.localhost:8080/)
09:31:05	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%22646dedbd-12d68%22	http://latentfaces.localhost:8080/wp-content/themes/musicsong/assets/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/My%20Web%20Sites/nightofyellowmoon/latentfaces.localhost_8080/wp-content/themes/musicsong/assets/fonts/fontawesome-webfont3e6e.woff2	(from http://latentfaces.localhost:8080/wp-content/themes/musicsong/assets/css/font-awesome.min.css?ver=7.1)
09:31:18	98024/98024	---M--	200	added ('OK')	font/woff	etag:%22646dedbd-17ee8%22	http://latentfaces.localhost:8080/wp-content/themes/musicsong/assets/fonts/fontawesome-webfont.woff?v=4.7.0	C:/My%20Web%20Sites/nightofyellowmoon/latentfaces.localhost_8080/wp-content/themes/musicsong/assets/fonts/fontawesome-webfont3e6e.woff	(from http://latentfaces.localhost:8080/wp-content/themes/musicsong/assets/css/font-awesome.min.css?ver=7.1)
09:31:18	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22646dedbd-2876e%22	http://latentfaces.localhost:8080/wp-content/themes/musicsong/assets/fonts/fontawesome-webfont.eot?v=4.7.0	C:/My%20Web%20Sites/nightofyellowmoon/latentfaces.localhost_8080/wp-content/themes/musicsong/assets/fonts/fontawesome-webfont3e6e.eot	(from http://latentfaces.localhost:8080/wp-content/themes/musicsong/assets/css/font-awesome.min.css?ver=7.1)
09:31:20	444379/444379	---M--	200	added ('OK')	image/svg+xml	etag:%22646dedbd-6c7db%22	http://latentfaces.localhost:8080/wp-content/themes/musicsong/assets/fonts/fontawesome-webfont.svg?v=4.7.0	C:/My%20Web%20Sites/nightofyellowmoon/latentfaces.localhost_8080/wp-content/themes/musicsong/assets/fonts/fontawesome-webfont3e6e.svg	(from http://latentfaces.localhost:8080/wp-content/themes/musicsong/assets/css/font-awesome.min.css?ver=7.1)
09:31:20	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22646dedbd-2876e%22	http://latentfaces.localhost:8080/wp-content/themes/musicsong/assets/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/nightofyellowmoon/latentfaces.localhost_8080/wp-content/themes/musicsong/assets/fonts/fontawesome-webfontd41d.eot	(from http://latentfaces.localhost:8080/wp-content/themes/musicsong/assets/css/font-awesome.min.css?ver=7.1)
09:31:21	4178/4178	---M--	200	added ('OK')	image/gif	etag:%22646dedbd-1052%22	http://latentfaces.localhost:8080/wp-content/themes/musicsong/assets/fonts/ajax-loader.gif	C:/My%20Web%20Sites/nightofyellowmoon/latentfaces.localhost_8080/wp-content/themes/musicsong/assets/fonts/ajax-loader.gif	(from http://latentfaces.localhost:8080/wp-content/themes/musicsong/assets/css/slick-theme.min.css?ver=7.1)
09:31:21	2048/2048	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22646dedbd-800%22	http://latentfaces.localhost:8080/wp-content/themes/musicsong/assets/fonts/slick.eot	C:/My%20Web%20Sites/nightofyellowmoon/latentfaces.localhost_8080/wp-content/themes/musicsong/assets/fonts/slick.eot	(from http://latentfaces.localhost:8080/wp-content/themes/musicsong/assets/css/slick-theme.min.css?ver=7.1)
09:31:21	2048/2048	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22646dedbd-800%22	http://latentfaces.localhost:8080/wp-content/themes/musicsong/assets/fonts/slick.eot?	C:/My%20Web%20Sites/nightofyellowmoon/latentfaces.localhost_8080/wp-content/themes/musicsong/assets/fonts/slickd41d.eot	(from http://latentfaces.localhost:8080/wp-content/themes/musicsong/assets/css/slick-theme.min.css?ver=7.1)
09:31:21	1380/1380	---M--	200	added ('OK')	font/woff	etag:%22646dedbd-564%22	http://latentfaces.localhost:8080/wp-content/themes/musicsong/assets/fonts/slick.woff	C:/My%20Web%20Sites/nightofyellowmoon/latentfaces.localhost_8080/wp-content/themes/musicsong/assets/fonts/slick.woff	(from http://latentfaces.localhost:8080/wp-content/themes/musicsong/assets/css/slick-theme.min.css?ver=7.1)
09:31:22	1892/1892	---M--	200	added ('OK')	application/octet-stream	etag:%22646dedbd-764%22	http://latentfaces.localhost:8080/wp-content/themes/musicsong/assets/fonts/slick.ttf	C:/My%20Web%20Sites/nightofyellowmoon/latentfaces.localhost_8080/wp-content/themes/musicsong/assets/fonts/slick.ttf	(from http://latentfaces.localhost:8080/wp-content/themes/musicsong/assets/css/slick-theme.min.css?ver=7.1)
09:31:23	165548/165548	---M--	200	added ('OK')	application/octet-stream	etag:%22646dedbd-286ac%22	http://latentfaces.localhost:8080/wp-content/themes/musicsong/assets/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/My%20Web%20Sites/nightofyellowmoon/latentfaces.localhost_8080/wp-content/themes/musicsong/assets/fonts/fontawesome-webfont3e6e.ttf	(from http://latentfaces.localhost:8080/wp-content/themes/musicsong/assets/css/font-awesome.min.css?ver=7.1)
09:31:28	92367/92367	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2027%20Aug%202026%2003:31:24%20GMT	http://latentfaces.localhost:8080/wp-content/themes/musicsong/assets/fonts/slick.svg	C:/My%20Web%20Sites/nightofyellowmoon/latentfaces.localhost_8080/wp-content/themes/musicsong/assets/fonts/slick.svg	(from http://latentfaces.localhost:8080/wp-content/themes/musicsong/assets/css/slick-theme.min.css?ver=7.1)
09:31:29	3074/3074	---M--	200	added ('OK')	image/png	etag:%22646dedbd-c02%22	http://latentfaces.localhost:8080/wp-content/themes/musicsong/assets/uploads/pattern.png	C:/My%20Web%20Sites/nightofyellowmoon/latentfaces.localhost_8080/wp-content/themes/musicsong/assets/uploads/pattern.png	(from http://latentfaces.localhost:8080/wp-content/themes/musicsong/style.css?ver=7.1)
09:31:30	419/419	---M--	200	added ('OK')	image/svg+xml	etag:%22646dedbd-1a3%22	http://latentfaces.localhost:8080/wp-content/themes/musicsong/assets/uploads/down-arrow.svg	C:/My%20Web%20Sites/nightofyellowmoon/latentfaces.localhost_8080/wp-content/themes/musicsong/assets/uploads/down-arrow.svg	(from http://latentfaces.localhost:8080/wp-content/themes/musicsong/style.css?ver=7.1)
09:31:34	787/787	---MC-	200	added ('OK')	application/rss+xml	etag:%2269b9963a2071a08067bc9c52bb9785c8%22	http://latentfaces.localhost:8080/blog-archive/feed	C:/My%20Web%20Sites/nightofyellowmoon/latentfaces.localhost_8080/blog-archive/feed	(from http://latentfaces.localhost:8080/blog-archive)
09:31:43	2202/2202	---MC-	200	added ('OK')	application/json	date:Thu,%2027%20Aug%202026%2003:31:37%20GMT	http://latentfaces.localhost:8080/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flatentfaces.localhost%3A8080%2Fblog-archive	C:/My%20Web%20Sites/nightofyellowmoon/latentfaces.localhost_8080/wp-json/oembed/1.0/embed7253.json	(from http://latentfaces.localhost:8080/blog-archive)
09:31:49	2357/2357	---MC-	200	added ('OK')	text/xml	date:Thu,%2027%20Aug%202026%2003:31:45%20GMT	http://latentfaces.localhost:8080/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flatentfaces.localhost%3A8080%2Fblog-archive&format=xml	C:/My%20Web%20Sites/nightofyellowmoon/latentfaces.localhost_8080/wp-json/oembed/1.0/embedbc70	(from http://latentfaces.localhost:8080/blog-archive)
09:31:51	5726/5726	---MC-	200	added ('OK')	application/json	date:Thu,%2027%20Aug%202026%2003:31:51%20GMT	http://latentfaces.localhost:8080/wp-json/wp/v2/pages/87	C:/My%20Web%20Sites/nightofyellowmoon/latentfaces.localhost_8080/wp-json/wp/v2/pages/87.json	(from http://latentfaces.localhost:8080/blog-archive)
09:31:54	74136/74136	---M--	200	added ('OK')	image/jpeg	etag:%22646dedbd-12198%22	http://latentfaces.localhost:8080/wp-content/uploads/2020/01/cropped-717943-ghost-wallpapers-3073x2048-desktop-4.jpg	C:/My%20Web%20Sites/nightofyellowmoon/latentfaces.localhost_8080/wp-content/uploads/2020/01/cropped-717943-ghost-wallpapers-3073x2048-desktop-4.jpg	(from http://latentfaces.localhost:8080/blog-archive)
09:31:55	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2027%20Aug%202026%2003:31:54%20GMT	http://latentfaces.localhost:8080/?p=87	C:/My%20Web%20Sites/nightofyellowmoon/latentfaces.localhost_8080/index5d38.html	(from http://latentfaces.localhost:8080/blog-archive)
09:32:00	94262/94262	---MC-	200	added ('OK')	text/html	date:Thu,%2027%20Aug%202026%2003:31:55%20GMT	http://latentfaces.localhost:8080/2021/05	C:/My%20Web%20Sites/nightofyellowmoon/latentfaces.localhost_8080/2021/05.html	(from http://latentfaces.localhost:8080/blog-archive)
09:32:01	2950/2950	---M--	200	added ('OK')	application/javascript	etag:%226a31b059-b86%22	http://latentfaces.localhost:8080/wp-includes/js/comment-reply.min.js?ver=7.1	C:/My%20Web%20Sites/nightofyellowmoon/latentfaces.localhost_8080/wp-includes/js/comment-reply.min4d6f.js	(from http://latentfaces.localhost:8080/blog-archive)
09:32:04	2223/2223	---MC-	200	added ('OK')	application/json	date:Thu,%2027%20Aug%202026%2003:32:01%20GMT	http://latentfaces.localhost:8080/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flatentfaces.localhost%3A8080%2Fsongs-videos	C:/My%20Web%20Sites/nightofyellowmoon/latentfaces.localhost_8080/wp-json/oembed/1.0/embedff00.json	(from http://latentfaces.localhost:8080/songs-videos)
09:32:04	93950/93950	---MC-	200	added ('OK')	text/html	date:Thu,%2027%20Aug%202026%2003:31:57%20GMT	http://latentfaces.localhost:8080/2019/10	C:/My%20Web%20Sites/nightofyellowmoon/latentfaces.localhost_8080/2019/10.html	(from http://latentfaces.localhost:8080/blog-archive)
09:32:05	2375/2375	---MC-	200	added ('OK')	text/xml	date:Thu,%2027%20Aug%202026%2003:32:04%20GMT	http://latentfaces.localhost:8080/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flatentfaces.localhost%3A8080%2Fsongs-videos&format=xml	C:/My%20Web%20Sites/nightofyellowmoon/latentfaces.localhost_8080/wp-json/oembed/1.0/embed908c	(from http://latentfaces.localhost:8080/songs-videos)
09:32:08	14635/14635	---MC-	200	added ('OK')	application/json	date:Thu,%2027%20Aug%202026%2003:32:06%20GMT	http://latentfaces.localhost:8080/wp-json/wp/v2/pages/46	C:/My%20Web%20Sites/nightofyellowmoon/latentfaces.localhost_8080/wp-json/wp/v2/pages/46.json	(from http://latentfaces.localhost:8080/songs-videos)
09:32:09	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2027%20Aug%202026%2003:32:09%20GMT	http://latentfaces.localhost:8080/?p=46	C:/My%20Web%20Sites/nightofyellowmoon/latentfaces.localhost_8080/index7ea6.html	(from http://latentfaces.localhost:8080/songs-videos)
09:32:10	2162/2162	---MC-	200	added ('OK')	application/json	date:Thu,%2027%20Aug%202026%2003:32:09%20GMT	http://latentfaces.localhost:8080/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flatentfaces.localhost%3A8080%2Fnews	C:/My%20Web%20Sites/nightofyellowmoon/latentfaces.localhost_8080/wp-json/oembed/1.0/embedaa6e.json	(from http://latentfaces.localhost:8080/news)
09:32:13	2317/2317	---MC-	200	added ('OK')	text/xml	date:Thu,%2027%20Aug%202026%2003:32:13%20GMT	http://latentfaces.localhost:8080/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flatentfaces.localhost%3A8080%2Fnews&format=xml	C:/My%20Web%20Sites/nightofyellowmoon/latentfaces.localhost_8080/wp-json/oembed/1.0/embed2d6a	(from http://latentfaces.localhost:8080/news)
09:32:16	4621/4621	---MC-	200	added ('OK')	application/json	date:Thu,%2027%20Aug%202026%2003:32:15%20GMT	http://latentfaces.localhost:8080/wp-json/wp/v2/pages/61	C:/My%20Web%20Sites/nightofyellowmoon/latentfaces.localhost_8080/wp-json/wp/v2/pages/61.json	(from http://latentfaces.localhost:8080/news)
09:32:17	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2027%20Aug%202026%2003:32:17%20GMT	http://latentfaces.localhost:8080/?p=61	C:/My%20Web%20Sites/nightofyellowmoon/latentfaces.localhost_8080/index094d.html	(from http://latentfaces.localhost:8080/news)
09:32:19	2162/2162	---MC-	200	added ('OK')	application/json	date:Thu,%2027%20Aug%202026%2003:32:19%20GMT	http://latentfaces.localhost:8080/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flatentfaces.localhost%3A8080%2Fshop	C:/My%20Web%20Sites/nightofyellowmoon/latentfaces.localhost_8080/wp-json/oembed/1.0/embed248d.json	(from http://latentfaces.localhost:8080/shop)
09:32:21	2317/2317	---MC-	200	added ('OK')	text/xml	date:Thu,%2027%20Aug%202026%2003:32:21%20GMT	http://latentfaces.localhost:8080/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flatentfaces.localhost%3A8080%2Fshop&format=xml	C:/My%20Web%20Sites/nightofyellowmoon/latentfaces.localhost_8080/wp-json/oembed/1.0/embedbbaa	(from http://latentfaces.localhost:8080/shop)
09:32:23	245347/245347	---M--	200	added ('OK')	image/jpeg	etag:%22646dedbd-3be63%22	http://latentfaces.localhost:8080/wp-content/uploads/2020/04/cropped-572982-1.jpg	C:/My%20Web%20Sites/nightofyellowmoon/latentfaces.localhost_8080/wp-content/uploads/2020/04/cropped-572982-1.jpg	(from http://latentfaces.localhost:8080/songs-videos)
09:32:23	2396/2396	---MC-	200	added ('OK')	application/json	date:Thu,%2027%20Aug%202026%2003:32:23%20GMT	http://latentfaces.localhost:8080/wp-json/wp/v2/pages/9	C:/My%20Web%20Sites/nightofyellowmoon/latentfaces.localhost_8080/wp-json/wp/v2/pages/9.json	(from http://latentfaces.localhost:8080/shop)
